,name,What college are you at?,I identify as...,I want to be matched with people looking for...,I want to match with people who are,How do you feel about an open/polyamorous relationship?,What year are you in?,What years do you want to match with?,What do you study?,Where do you go?,How COVID-Secure is your Date?,What do you talk about?,How far do you go?,It's ok to leave friends on read,Capitalism has failed the planet,University COVID guidelines are too harsh,Sharking is predatory,Drug laws should be loosened,I am scared that if I express my opinions I will be cancelled,Pissing in the sink is normal,How smart are you compared to the average Oxford student?,Was clubbing a large part of your social life?,The Pre-Covid best night out was...,How do you feel about alcohol?,How do you feel about cigarettes?,Is music important in your relationships?,Who are your favourite musicians?,How stylish are you?,How outdoorsy are you?,How kinky are you compared to the average Oxford student?,Is sports important in your relationships?,How important is emotional vulnerability in your relationships?,Which of these traits is most important for you in a partner?,Which of these traits do you have most?,Which of these traits do you have least?,I would best describe my political views as being...,There are some political views I don't want to be matched with,I do not want to match with someone who is...,Best Chip Van in Oxford,Worst Subject,Sexiest JCR Position,Biggest Waste of Human Potential,Nicest College,Biggest Name On Campus,I want to enter a crush,My crush's first name is...,My crush's college is...,I do not want to match with someone from my college,I do not want to match with someone from my course,Is there a particular college you don't want a match from?,I don't want a match from...,How was the quiz?,Any feedback for next time?,Do you want to share any contact details with your match (other than your Oxford email)?,Submitted At,Token,Unnamed: 60,Unnamed: 61,Unnamed: 62
1976,person 2909,Oriel College,Male,,Male,Happy either-way,First,"First, Second, Third, Fourth + / Post Grad",Law (Jurisprudence),Walk in the park,"Live fast, die young",The Deep Stuff™,Horizontal,4,1,5,2,3,4,5,1,3,Park End / ATIK / WTF it's called,5,3,3,,5,3,3.0,3,5,Confidence,Sense of Humour,Confidence,Very conservative,True,Very left-wing,Posh Nosh,Chemistry,President,Student Journalism,Christ Church,Josh Scott,True,person 2844,Brasenose College,True,True,False,,5,No,True,2020-10-29 17:46:10,779vz6gtn9d23rrrz779vz6cc350ika3,,,
1977,person 216,St Catherine's College,Male,,"Female, Male",Not interested,Third,"Second, Third, Fourth + / Post Grad",Geography,Drinks,"Live fast, die young",Politics,Horizontal,4,2,2,3,4,1,3,3,5,Plush,5,2,2,,3,3,3.0,2,2,Confidence,Ambition,Intelligence,Moderate,True,Very left-wing,Hassan's,English Language and Literature,Entz,Student Journalism,Worcester College,Ben Farmer,False,,,True,True,True,New College,5,No,True,2020-10-29 17:54:52,5ds4uis74ljxpbng5ds4uzdr8k46v1ny,,,
1978,person 2568,The Queen's College,Female,,Male,Not interested,First,"First, Second, Third, Fourth + / Post Grad",History,Drinks,As long as it's legal,The Deep Stuff™,Peck on the cheek,2,2,5,3,4,1,3,3,2,,4,2,3,,2,4,3.0,5,5,Ambition,Intelligence,Kindness,Sightly conservative,False,,Hassan's,Music,Freshers Rep,OUCA,Christ Church,Henry O’Sullivan,False,,,True,True,False,,3,No,False,2020-10-29 18:00:04,33yio5goxhg0o7vw33yio55rencg1rtg,,,
1979,person 271,The Queen's College,Male,,Female,Not interested,First,"First, Second",Biology,Drinks,"Live fast, die young","Art, Music, Culture...",Horizontal,1,3,4,3,4,2,5,1,5,Fever,5,3,2,,3,4,,1,2,Sense of Humour,Sense of Humour,Ambition,Moderate,False,,Hassan's,Mathematics,Entz,The Union,Exeter College,,False,,,False,True,False,,4,Nah,True,2020-10-29 18:02:48,5dnn8at577fbgu44fj5dnndput0jh9sp,,,
1980,person 1878,The Queen's College,Male,,Female,Not interested,First,"First, Second, Third",Classics,Drinks,"Live fast, die young","Art, Music, Culture...",Horizontal,3,2,3,2,5,2,5,3,3,Park End / ATIK / WTF it's called,5,3,3,,1,4,2.0,4,4,Sense of Humour,Kindness,Ambition,Sightly conservative,False,,Hassan's,Computer Science,Entz,Student Journalism,Magdalen College,Henry O'sullivan,False,,,False,True,False,,4,no,True,2020-10-29 18:15:33,tkfvf6avrvyvj0gtkfplwd13w24k5yv6,,,
1981,person 2318,Somerville College,Female,,Male,Not interested,First,"First, Second","Philosophy, Politics and Economics (PPE)",Drinks,"Live fast, die young","Art, Music, Culture...",Peck on the cheek,3,2,4,3,3,3,1,3,3,Fever,4,2,3,,4,4,,3,3,Kindness,Kindness,Intelligence,Moderate,True,"Very left-wing, Very conservative",Hassan's,Fine Art,President,The Union,New College,Eve Bennett,True,person 595,Somerville College,True,True,False,,5,No,False,2020-10-29 18:20:12,nxrw1a1mp2yd96qanxrw1ath2ff424g8,,,
1982,person 2117,Worcester College,Female,,Male,Not interested,First,"First, Second, Third, Fourth + / Post Grad",English Language and Literature,Coffee,"Live fast, die young","Art, Music, Culture...",Peck on the cheek,3,2,4,4,4,2,4,1,4,Park End / ATIK / WTF it's called,5,2,4,"Florence and the Machine, Burna Boy, Hozier, alt-j, Kendrick Lamar, Drake, Amy Winehouse, Kanye West, Disclosure, Labrinth, Beyoncé, Tame Impala, FKA Twigs,",4,3,3.0,1,5,Kindness,Confidence,Ambition,Moderately left-wing,False,,Ahmed's,Mathematics and Computer Science,Entz,OUCA,St Catherine's College,Amrit,False,,,True,True,False,,4,-,False,2020-10-29 18:20:16,yzye6o32u7f2rormmyzyef0urynfreq8,,,
1983,person 2660,Keble College,Female,,"Male, Female, Nonbinary",Not interested,First,"First, Second, Third",Theology and Religion,Walk in the park,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,3,3,1,3,3,1,1,2,1,,3,2,5,Joy Division/ The Doors/ Sunset Rollercoaster/ Have a nice life/ Dvorak/ Chopin/ Miles Davis/ Nina Simone/ Frank Sinatra/ Wu Tiao Ren/ Maurice Ravel/,5,4,2.0,2,5,Kindness,Kindness,Confidence,Moderately left-wing,True,Very conservative,McCoy's,Biochemistry (Molecular and Cellular),Freshers Rep,OUCA,Worcester College,Ibzmo,True,person 1313,Keble College,False,True,True,Christ Church,4,,False,2020-10-29 18:28:59,17gr1lnxc3zkei8j17grp4mi0nbl4sfr,,,
1984,person 2913,Keble College,Female,,Male,Not interested,First,"Second, Third",Theology and Religion,Walk in the park,"Live fast, die young",The Deep Stuff™,Peck on the cheek,4,4,2,3,4,1,2,2,2,,2,4,5,Cigarette s after Sex/ Men I Trust/ Brahms/ NCT/ Jannabi/ Post Malone/ Justin Bieber/ Taylor Swift,4,4,,1,5,Kindness,Kindness,Ambition,Moderately left-wing,False,,McCoy's,Biology,Welfare,Student Journalism,Lincoln College,Eve Bennett,False,,,False,True,True,Green Templeton College,4,It was good!,False,2020-10-29 18:29:16,f11ldl2gdai669e8f11l6ly871ipd4lv,,,
1985,person 2777,Jesus College,Male,,Male,Not interested,First,First,Physics,Walk in the park,As long as it's legal,Life in general,Peck on the cheek,3,4,3,5,3,2,1,3,1,,3,2,1,,2,3,1.0,1,2,Kindness,Kindness,Confidence,Moderately left-wing,False,,Hassan's,Philosophy and Theology,Welfare,The Union,Wadham College,,False,,,True,True,False,,4,No,False,2020-10-29 18:39:10,vxhc7c54yvqmsw4mbbttwvxhc7cm8ctw,,,
1986,person 2161,St Edmund Hall,Male,,Female,Not interested,First,"First, Second","Philosophy, Politics and Economics (PPE)",Coffee,As long as it's legal,Politics,Peck on the cheek,4,4,3,5,5,2,2,1,2,,4,4,3,,2,5,3.0,2,4,Sense of Humour,Sense of Humour,Sense of Humour,Moderately left-wing,True,Very conservative,Ahmed's,History of Art,Entz,OUCA,Brasenose College,Harry Mehta,False,,,False,False,False,,5,Nope,True,2020-10-29 18:50:08,s632ky99dxhj08q3y6yvspws632ky99z,,,
1987,person 319,Keble College,Male,,Female,Happy either-way,First,"First, Second",Human Sciences,Drinks,"Live fast, die young","Art, Music, Culture...",Horizontal,3,3,3,4,4,2,3,3,4,Park End / ATIK / WTF it's called,4,3,3,,4,4,3.0,3,4,Sense of Humour,Kindness,Ambition,I'm not political,False,,Hassan's,Classics,Entz,OUCA,Christ Church,Joel Anjorin,False,,,False,True,False,,5,What is Biggest Name on Campus question,True,2020-10-29 18:52:47,eai6aeb6hkvji2p2twiyor1eai6aeb6w,,,
1988,person 373,Keble College,Male,,Female,Happy either-way,First,First,Medicine,Drinks,"Live fast, die young","Art, Music, Culture...",Horizontal,2,4,4,4,5,2,1,3,4,Plush,5,1,3,,2,3,3.0,4,3,Sense of Humour,Sense of Humour,Ambition,Moderately left-wing,False,,Hassan's,Classics,Entz,OUCA,Magdalen College,William Jackson-Nichols,False,,,False,True,False,,4,No,True,2020-10-29 18:53:12,rx28nq04n1xz0moljrx28nq0yniq81jf,,,
1989,person 2475,Pembroke College,Male,,Female,Not interested,Third,"Third, Second",Music,Drinks,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,2,3,4,3,4,4,1,2,4,Fever,5,1,5,"Britten, Tom Misch, old stuff",4,4,3.0,1,4,Kindness,Sense of Humour,Sense of Humour,Moderate,False,,McCoy's,"Philosophy, Politics and Economics (PPE)",Welfare,The Union,New College,bfr,True,did not enter oxmatch,St Peter's College,True,True,False,,4,not particularly,False,2020-10-29 18:58:14,6kgel2lk8wwyt9m9wyjgb6kgew4rz1vo,,,
1990,person 622,St Anne's College,Male,,Female,Not interested,Third,"First, Second, Third, Fourth + / Post Grad",Law (Jurisprudence),Coffee,"Live fast, die young","Art, Music, Culture...",Elbow Tap,3,1,5,2,5,4,3,3,4,Bridge,5,3,4,Kanye West,1,4,4.0,1,3,Confidence,Confidence,Kindness,Libertarian ,False,,Hassan's,"Philosophy, Politics and Economics (PPE)",Entz,OUCA,Magdalen College,Tucker Drew,False,,,True,True,False,,5,None,True,2020-10-29 19:11:05,qitfsqql2ng7wm2g2lsgkqitfsqpziwc,,,
1991,person 857,St Anne's College,Female,,Male,Not interested,First,"First, Second",Psychology (Experimental),Drinks,"Live fast, die young","Art, Music, Culture...",Horizontal,4,5,3,4,4,1,2,3,4,Fever,5,3,5,"Frank ocean, lauryn hill, Otis redding, Fleetwood mac, Harry styles, Jacob Collier, Rihanna, Kanye west",3,4,2.0,2,4,Sense of Humour,Kindness,Ambition,Very left-wing,True,Very conservative,Hassan's,Computer Science and Philosophy,Entz,Rowing,St Edmund Hall,Kevin Zheng,False,,,True,False,False,,5,No,True,2020-10-29 19:24:02,9n8rzlkpu6silth4r5z9n8rzlkqdgk68,,,
1992,person 2161,St Edmund Hall,Male,,Female,Not interested,First,"First, Second","Philosophy, Politics and Economics (PPE)",Coffee,As long as it's legal,Politics,Peck on the cheek,5,4,3,5,5,2,4,2,3,A night in,4,3,5,jimi hendrix and tom misch,2,4,3.0,3,3,Sense of Humour,Sense of Humour,Confidence,Moderately left-wing,True,"Very conservative, Moderately conservative, I'm not political",Hassan's,History of Art,President,OUCA,Brasenose College,harry mehta,False,,,True,True,False,,4,no,True,2020-10-29 19:47:16,lprd614rxk3xhu6yt96eyllprdly75cz,,,
1993,person 2795,New College,Male,,"Male, Female",Happy either-way,First,"First, Second, Third",Law (Jurisprudence),Walk in the park,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,2,5,3,3,2,2,1,3,2,,4,2,5,"Not to sound basic, but I genuinely can't choose!",5,3,,1,4,Kindness,Sense of Humour,Sense of Humour,Very left-wing,True,Very conservative,Hassan's,Other,Entz,OUCA,Christ Church,,False,,,True,True,False,,4,The worst traits question had all good traits as options but it's calm the rest was good :),True,2020-10-29 19:51:21,bht7enara1fimtqthqlbhtlty8wjblq0,,,
1994,person 1412,Trinity College,Female,,"Female, Male",Happy either-way,First,"First, Second, Third, Fourth + / Post Grad",English Language and Literature,Drinks,"Live fast, die young",Sex,Horizontal,4,3,3,4,3,4,1,2,2,,3,3,2,,3,5,3.0,2,2,Sense of Humour,Kindness,Intelligence,Moderately left-wing,False,,Hassan's,"Philosophy, Politics and Economics (PPE)",Entz,The Union,Mansfield College,Claire Parker,False,,,False,True,False,,5,More options for best and worst traits,False,2020-10-29 19:52:03,mhifahvmbtapxrmhifa7uz7hjigxfbra,,,
1995,person 2720,Keble College,Male,,Female,Not interested,First,"First, Second","Philosophy, Politics and Economics (PPE)",Drinks,"Live fast, die young",The Deep Stuff™,Horizontal,2,4,3,3,2,2,2,3,3,Park End / ATIK / WTF it's called,4,1,3,,4,4,2.0,4,3,Kindness,Kindness,Ambition,Moderately left-wing,True,Very conservative,Hassan's,Classics,Entz,The Union,New College,Theo Sergiou,True,person 3080,New College,False,True,False,,5,,True,2020-10-29 19:52:32,xu37k6cce2nn93e3axu37k695oticegi,,,
1996,person 10,Keble College,Male,,Female,Not interested,First,First,Economics and Management,Coffee,As long as it's legal,The Deep Stuff™,Peck on the cheek,3,3,2,4,4,2,4,3,2,,4,1,4,The Strokes,2,4,1.0,3,4,Sense of Humour,Kindness,Ambition,Moderately left-wing,False,,Hassan's,Classics,President,OUCA,Exeter College,Sergio,False,,,False,True,False,,5,Good,True,2020-10-29 19:57:55,584uzevvtwpbvpadj0bvwae584uzevvy,,,
1997,person 2611,Oriel College,Female,,Male,Not interested,Second,"Second, Third, First",History,Coffee,2 Metres,The Deep Stuff™,Peck on the cheek,3,5,4,4,1,3,1,3,2,,3,1,4,,3,4,,3,5,Kindness,Kindness,Confidence,Moderately left-wing,True,"Very conservative, Moderately conservative",Ahmed's,Earth Sciences (Geology),President,OUCA,Worcester College,,False,,,False,True,False,,5,,False,2020-10-29 19:59:46,b2cwcmnfsi7xehnscwjfb2cwcm332xu8,,,
1998,person 285,University College,Female,,Male,Not interested,Third,"Third, Second, Fourth + / Post Grad",Music,Walk in the park,2 Metres,"Art, Music, Culture...",Elbow Tap,2,3,4,3,3,4,1,2,1,,1,1,4,"Taylor Swift, Melanie Martinez, Lauv; most of the time it just really depends on if I like the song",3,2,1.0,3,5,Kindness,Kindness,Confidence,"I'm not British, still trying to figure that out really",False,,Ahmed's,Economics and Management,Welfare,OUCA,Exeter College,Django Pinter,False,,,False,False,False,,4,Maybe have a question about favourite subject?,True,2020-10-29 20:25:26,hmtt3otxuwuxd3omfbrhmtt3wfdnw6ix,,,
1999,person 480,St Edmund Hall,Female,,Male,Not interested,First,"Second, Third, First",Biochemistry (Molecular and Cellular),Walk in the park,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,2,3,1,3,5,2,3,1,1,,3,2,4,post malone ariana grande,4,4,2.0,3,2,Ambition,Sense of Humour,Confidence,Moderately left-wing,True,"Moderate, Very conservative, I'm not political",McCoy's,History of Art,President,OUCA,Brasenose College,harry mehta,False,,,True,True,True,St Peter's College,3,no,False,2020-10-29 20:26:08,famgn6o6axe05tfh3jfdy3famgn6o6tc,,,
2000,person 2322,St Edmund Hall,Female,,Male,Not interested,First,"First, Second, Third, Fourth + / Post Grad",Biochemistry (Molecular and Cellular),Coffee,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,2,4,3,4,4,2,2,2,2,,1,4,4,Drake White,4,4,4.0,3,4,Sense of Humour,Kindness,Confidence,Slightly left-wing,False,,Posh Nosh,History of Art,President,Student Journalism,Jesus College,Harry Mehta,False,,,True,True,False,,5,No x,True,2020-10-29 20:31:39,p9ef1kqwu04yu2p9efyg3jb5vj1zh69y,,,
2001,person 1972,St Catherine's College,Male,,Female,Not interested,Fourth + / Post Grad,"Second, Third, Fourth + / Post Grad",Geography,Drinks,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,3,4,3,3,4,2,2,4,4,Park End / ATIK / WTF it's called,4,1,3,,3,4,3.0,3,3,Sense of Humour,Kindness,Confidence,Slightly left-wing,False,,Hassan's,Oriental Studies,President,The Union,St Anne's College,,False,,,False,False,False,,5,No,False,2020-10-29 20:35:20,aplg5q9pvmhbwf1xr4k6aplg5qf14ar1,,,
2002,person 1869,Keble College,Female,,Male,Not interested,Second,"Second, Third",Medicine,Dinner,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,3,5,3,5,3,2,2,2,3,Park End / ATIK / WTF it's called,3,1,5,"Duckwrth, Harry Styles",4,4,2.0,2,4,Kindness,Confidence,Intelligence,Moderately left-wing,True,"Very conservative, Moderately conservative, Sightly conservative",Hassan's,"Philosophy, Politics and Economics (PPE)",Entz,OUCA,Mansfield College,IbzMo,False,,,True,True,False,,4,Nah,True,2020-10-29 20:35:49,5fhovwmtqx49hahwko5fhovwmidadjw6,,,
2003,person 2970,Jesus College,Male,,Male,Happy either-way,Second,"Second, First",Classics,Walk in the park,2 Metres,"Art, Music, Culture...",Horizontal,3,1,2,3,2,5,1,3,2,,1,1,2,,2,4,3.0,4,3,Kindness,Kindness,Ambition,Moderately conservative,True,"Moderately left-wing, Very left-wing",Hassan's,Classics and Oriental Studies,Entz,Student Journalism,St Peter's College,,False,,,False,False,True,Christ Church,5,,True,2020-10-29 20:36:37,zhlhh17llpcgdezhlhh1hae3pm5b9dwe,,,
2004,person 2382,Wadham College,Male,,Female,Happy either-way,Third,"First, Second, Third",Engineering Science,Coffee,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,3,4,5,4,5,2,4,3,3,Park End / ATIK / WTF it's called,4,3,5,"Frank Ocean, Sufjan Stevens, Kanye West, Radiohead, Bob Dylan",3,3,4.0,2,4,Sense of Humour,Sense of Humour,Intelligence,Moderately left-wing,False,,Hassan's,"Philosophy, Politics and Economics (PPE)",Entz,The Union,Magdalen College,will sealy,True,person 119,Pembroke College,False,False,True,Christ Church,5,nopee,False,2020-10-29 20:45:45,4ybx6eetabrfaovyr1q4ybx6ee70ofyu,,,
2005,person 1891,Somerville College,Female,,"Female, Nonbinary",Happy either-way,Second,"First, Second, Third, Fourth + / Post Grad",Psychology (Experimental),Drinks,"Live fast, die young",The Deep Stuff™,Horizontal,4,5,4,3,5,1,3,3,3,Plush,4,2,3,,5,5,4.0,2,5,Kindness,Sense of Humour,Ambition,Very left-wing,True,"Moderate, Sightly conservative, Moderately conservative, Very conservative, I'm not political",Hassan's,"Philosophy, Politics and Economics (PPE)",Entz,OUCA,Lady Margaret Hall,,False,,,False,True,True,Lincoln College,5,<3,False,2020-10-29 20:48:17,5by1jhqag4ahnbg5by1u8wrictxgluue,,,
2006,person 1038,Keble College,Female,,Male,Not interested,First,"First, Second",Medicine,Walk in the park,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,3,5,3,4,4,3,1,3,4,Plush,5,2,5,"Queen, genesis, ELO",4,5,,1,4,Sense of Humour,Kindness,Confidence,Very left-wing,True,"Very conservative, Moderately conservative",Hassan's,Classics and English,Entz,The Union,Lady Margaret Hall,No idea oops,False,,,True,True,False,,4,No :),False,2020-10-29 20:48:39,0wby1alcywfoy72v4m6420wby1tzu3d8,,,
2007,person 1058,Pembroke College,Female,,Male,Not interested,Second,"Second, Third, Fourth + / Post Grad",Biology,Drinks,"Live fast, die young","Art, Music, Culture...",Peck on the cheek,3,3,3,2,3,2,5,1,4,Fever,4,2,4,"Ed Sheeran, Hamilton, Rex Orange County",1,4,1.0,4,3,Sense of Humour,Kindness,Intelligence,Moderate,True,"Very conservative, Very left-wing",McCoy's,Geography,Entz,Rowing,Somerville College,Cole Hunt,False,,,False,False,False,,5,Tell me who has a crush on me,False,2020-10-29 20:50:36,6y00ww0t2adbizpzo6y00k2jjzfdjg6w,,,
2008,person 2008,Pembroke College,Female,,Male,Happy either-way,Second,"Second, Third, Fourth + / Post Grad",History and Economics,Drinks,As long as it's legal,"Art, Music, Culture...",Elbow Tap,4,3,2,2,3,1,4,1,3,Fever,4,1,3,,4,4,3.0,2,4,Sense of Humour,Confidence,Intelligence,Moderately left-wing,True,"Very conservative, Moderately conservative",McCoy's,"Philosophy, Politics and Economics (PPE)",Welfare,The Union,St Anne's College,Jeff PPE,False,,,False,False,False,,4,no,False,2020-10-29 20:51:09,sqmcjuvlksw154r5o2sqmc5uxx6xyy9w,,,
2009,person 2770,St Hugh's College,Female,,Male,Not interested,Third,"Second, Third",Music,Coffee,2 Metres,"Art, Music, Culture...",Elbow Tap,1,4,1,3,2,4,1,1,1,,2,1,5,"Beethoven, Beach Boys, Genesis, Electric Light Orchestra, Frankie Valli and the Four Seasons",2,5,1.0,2,4,Kindness,Kindness,Confidence,I'm not political,False,,Posh Nosh,Law (Jurisprudence),Welfare,The Union,Magdalen College,Errr,False,,,False,True,False,,5,Maybe some more questions about ideal match? :),False,2020-10-29 20:51:18,o43hhwgppv8qbxvl4ciqeho43hhwnvfz,,,
2010,person 733,Jesus College,Female,,Male,Not interested,Third,"Second, Third, Fourth + / Post Grad",Philosophy and Theology,Walk in the park,"Live fast, die young",The Deep Stuff™,Peck on the cheek,4,3,4,2,3,3,5,1,4,Park End / ATIK / WTF it's called,4,3,2,,3,3,,4,3,Sense of Humour,Sense of Humour,Intelligence,I'm not political,False,,Hassan's,Biochemistry (Molecular and Cellular),Welfare,OUCA,Trinity College,,False,,,False,True,False,,3,no,False,2020-10-29 20:51:20,46btb7uccc63e1n6f1ev46btb7wtwr4q,,,
2011,person 729,Balliol College,Male,,Male,Happy either-way,Fourth + / Post Grad,"Fourth + / Post Grad, Third",Medicine,Coffee,As long as it's legal,Politics,Horizontal,3,3,2,3,4,2,4,3,4,Park End / ATIK / WTF it's called,4,1,2,,2,5,2.0,4,3,Kindness,Kindness,Confidence,Moderately left-wing,True,I'm not political,Hassan's,Fine Art,President,The Union,Balliol College,Brian Angus,True,did not enter oxmatch,New College,True,True,False,,4,No,False,2020-10-29 20:53:03,5tz6gzjoddersfvs5tz6gzgv5r02vb47,,,
2012,person 1098,Pembroke College,Female,,Male,Not interested,Third,"Second, Third, Fourth + / Post Grad",Medicine,Drinks,As long as it's legal,The Deep Stuff™,Peck on the cheek,2,5,3,4,4,1,2,3,4,Bridge,5,2,3,,4,2,2.0,1,4,Kindness,Kindness,Ambition,Moderately left-wing,True,"Sightly conservative, Moderately conservative, Very conservative",McCoy's,"Philosophy, Politics and Economics (PPE)",Welfare,OUCA,Wadham College,,False,,,True,True,False,,3,I like the fact you’ve added the politics bit bc no tories here 😌,False,2020-10-29 20:54:13,mz1lwgfw2k54xpzdcmz1lwgfaf3ckbn9,,,
2013,person 180,Hertford College,Female,,Male,Not interested,First,"First, Second, Third, Fourth + / Post Grad",Economics and Management,Drinks,"Live fast, die young","Art, Music, Culture...",Horizontal,2,4,2,1,3,4,4,1,3,Plush,4,3,4,"The smiths, the killers, queen, Fleetwood mac",4,4,3.0,2,3,Sense of Humour,Intelligence,Confidence,Moderately conservative,False,,Hassan's,Classical Archaeology and Ancient History,President,OUCA,New College,Me haha jokes I don’t know anyone,False,,,True,True,False,,4,No it was good,True,2020-10-29 20:54:21,5s7japo2wm3ko5s78vpnhx5rws68rrfm,,,
2014,person 2038,St Hilda's College,Female,,"Male, Female",Happy either-way,Third,"Third, Fourth + / Post Grad, Second",Law (Jurisprudence),Drinks,2 Metres,Politics,Horizontal,4,4,3,2,5,1,5,3,4,Bridge,5,4,4,"Catfish and the bottlemen, hosier, Sam fender, girl in red",3,3,3.0,4,3,Sense of Humour,Ambition,Ambition,Moderately left-wing,True,"Very conservative, Moderately conservative, Sightly conservative",Ahmed's,"Philosophy, Politics and Economics (PPE)",Welfare,OUCA,New College,Malala,False,,,True,True,False,,4,Nope,False,2020-10-29 20:54:48,2my35xouonfcsgvbqdpw2my35xbtjwa7,,,
