,I agree that I have bought a [ticket](https://fixr.co/event/215737120) and agree to the [Terms and Conditions](https://docs.google.com/document/d/1CMuFMFBw8FoJ2JRSkDh7QS31ZW5-Bf3\_BDg4pLLJ9B4/edit?usp=sharing).,name,Do you understand you won't get a match unless you've bought a ticket?,What college are you at?,What do you study?,"{{field:5be60ae4-75cb-48af-93d7-fb1955703b91}}, what year are you in?",What years do you want to match with?,I identify as...,I want to match with people looking for...,I want to match with someone who is:,How do you feel about a non-monogamous relationship?,I like Christmas the most for...,My ideal date is...,You are taking them to dinner. Where do you go?,What do you talk about?,How COVID-Secure is your Date?,Who pays?,What’s one thing you definitely want from your partner in the morning?,Fast forward to end of COVID-19. You and your partner are going on a dream romantic getaway. What continent is it on?,How political are you?,I would best describe myself as being...,Are there some political beliefs you don't want to match with?,I do not want to match with someone who is:,I would look after my drunk mate even if I had an essay due at 9am,"I’d always support my country, whether it was right or wrong.",Social activism is important to me,I'm very outgoing and extroverted,Climate change is the most important issue,My intellectual curiosity is the most important thing about me.,Being thought of as well dressed is important to me,"“From each according to his ability, to each according to his need” is a fundamentally good idea.
",I find extreme ambition attractive even when it interferes with family and friends,"Authority should always be questioned.
",No culture is superior to any other,It is important to me to promote access to Oxford,Making peace with the establishment is an important aspect of maturity.,"You cannot be moral without being religious
",I consider myself religious,There are some things that science cannot explain,Traditional gender roles exist for a reason,"Some people are naturally unlucky.
",Is it true that {{field:fead9b5e-ab90-4724-8d76-5bc0ee9a3a3b}} is the best college?,I think I have a healthy work/life balance.,I try to attend all lectures.,*Who has done* _*more*_* for women this term?*,I would never get with a tute partner,Best night out in Oxford?,"How do you describe organisations with hacks, slates, and famous debating societies? ",Are you smarter than most people at Oxford?,"Besides {{field:5be60ae4-75cb-48af-93d7-fb1955703b91}} {{field:7377cb3f-039d-4dc6-a882-0b64fac6f685}}, who is the Biggest Name on Campus?",Crewdates are...,Studying in the library is...,Are you a cat or a dog person?,What would you give your scout?,"Household bop or household baking?
",Emotional vulnerability is an important part of my friendships,Big spoon or little spoon?,How confident are you?,My humour is politically correct,Favourite game to play with friends?,My ideal date ends...,Do you announce to the porters if someone is staying over?,Are you kinky?,"Just so we’re really clear, are you naughty or nice? 😉",Best sconce?,Do you drink alcohol?,How much do you drink?,Do you smoke?,How much do you smoke?,"If you do nothing for an entire day, how do you feel?",Morning or Night person?,The ideal number of nights out is...,How important is music to you?,Favourite musicians? ,I consider myself outdoorsy,Vibe check - how wholesome are you?,I most want to get a...,I will most likely sell my soul to the city,How many children do you want?,I expect my children to attend Oxbridge,I want to be thought of as posh,"Looking back, if 2020 was a movie, what would it be called?",Which of these traits is most important for you in a partner?,Which of these traits is your best trait?,I would be disappointed if I didn't meet my match in person,I am happy to match with someone from my college,I am happy to match with someone from my course,Is there a particular college you don't want a match from?,I don't want a match from...,How was the quiz?,Any feedback for next time?,Do you want to include additional contact information for your match to reach you?,Your email is {{field:3b292fa4-3b1f-47db-8ef6-a631747f0486}} and you want to match with a {{field:cd7d9577-c952-4d05-b8b4-ef159867afa9}}.,Submitted At,Token
660,True,person 2805,1.0,University College,Chemistry,First,"Second, Third, Fourth + / Post Grad",Female,,"Male, Female",Happy either way,The time off,Dinner at a nice restaurant,Homemade meal,The Deep Stuff™,4.0,Pay separately,Breakfast,South America,5.0,Moderately left-wing,0.0,,5.0,1.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,It's closer than I'd like it to be,5.0,A night in..,5.0,3.0,Clement Catlee,1.0,5.0,1.0,Chocolate,4.0,4.0,3.0,4.0,2.0,Cards against Humanity,4.0,1.0,5.0,4.0,I sconce anyone who had to chun in someone else's sink,0.0,,0.0,,4.0,2.0,1.0,4.0,"Alexandria Savior, Arctic Monkeys, Wallows, WILLOW, Sza, Megan thee Stallion, ZAYN",4.0,3.0,💰 Sweet job 💰,4.0,0.0,1.0,1.0,The Reckoning,Sense of Humour,Sense of Humour,5.0,0.0,1.0,0.0,,4.0,-,1.0,1.0,2020-11-29 09:49:17,f0xp6vy9p1n0r51uwgjrmf0xp6padavc
661,True,person 701,1.0,New College,Modern Languages,Fourth + / Post Grad,Fourth + / Post Grad,Female,,Female,Not interested,The food,Dinner at a nice restaurant,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Split equally,Breakfast,Asia,3.0,Moderate,0.0,,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,5.0,4.0,4.0,It's closer than I'd like it to be,4.0,Plush,3.0,3.0,,2.0,4.0,2.0,Chocolate,1.0,4.0,2.0,2.0,3.0,Monopoly,4.0,1.0,2.0,3.0,,1.0,3.0,0.0,,1.0,1.0,2.0,4.0,,3.0,4.0,💰 Sweet job 💰,5.0,2.0,2.0,3.0,,Kindness,Ambition,4.0,0.0,0.0,0.0,,3.0,,1.0,1.0,2020-11-29 10:22:39,quqt6ntxwiro6jhr9isnquqt6nqpw0r2
662,True,person 2331,1.0,Lady Margaret Hall,Fine Art,Second,"First, Second, Third",Female,,Female,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Split equally,Sex,Asia,2.0,Slightly left-wing,0.0,,4.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,It's closer than I'd like it to be,2.0,Plush,3.0,3.0,Eve Bennett,3.0,2.0,3.0,Nothing,2.0,3.0,5.0,4.0,3.0,Cards against Humanity,5.0,1.0,3.0,2.0,,1.0,2.0,0.0,,2.0,4.0,2.0,4.0,"Kali Uchis, Amy wine house",3.0,5.0,Spouse,4.0,2.0,2.0,3.0,What 2012 should’ve been,Sense of Humour,Kindness,3.0,1.0,1.0,0.0,,5.0,,1.0,1.0,2020-11-29 14:07:50,vhvoue0l9tskvkf9vvhvouef4w64bfyb
663,True,person 1531,1.0,St Hilda's College,English Language and Literature,Third,"Third, Second, Fourth + / Post Grad",Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Homemade meal,"Art, Music, Culture...",5.0,Pay separately,Sex,Asia,2.0,Slightly left-wing,0.0,,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,3.0,5.0,4.0,1.0,It's closer than I'd like it to be,2.0,Bully,5.0,4.0,Malala,5.0,4.0,4.0,Chocolate,1.0,4.0,1.0,4.0,2.0,Cards against Humanity,5.0,1.0,5.0,4.0,,1.0,4.0,1.0,1.0,2.0,3.0,2.0,5.0,"Ross from Friends, Pulp, The Strokes",4.0,2.0,First,4.0,3.0,3.0,3.0,,Sense of Humour,Intelligence,4.0,1.0,1.0,0.0,,4.0,,0.0,1.0,2020-11-29 14:07:11,qym8xqd6q4q5zmf73qym8sznd49eb1zz
664,True,person 1598,1.0,Regent's Park College,Classics,Third,"Second, Third",Female,,Female,Not interested,The time off,Taste the countryside on Port Meadow,Dinner at a nice restaurant,"Art, Music, Culture...",3.0,Me,Breakfast,Europe,2.0,Very left-wing,1.0,"Very conservative, Moderately conservative, Slightly conservative",3.0,1.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,"A certain society related to philosophy, politics and economics",5.0,Bully,5.0,3.0,.,2.0,2.0,1.0,Chocolate,2.0,5.0,5.0,4.0,3.0,Cards against Humanity,2.0,1.0,4.0,4.0,.,0.0,,0.0,,1.0,1.0,1.0,3.0,100 gecs,5.0,5.0,First,4.0,1.0,1.0,3.0,.,Kindness,Ambition,5.0,0.0,1.0,0.0,,3.0,.,0.0,1.0,2020-11-29 16:08:37,gs5hnvc7voo19g58tw69qgs5hnvc7szz
665,True,person 1005,1.0,St John's College,"Philosophy, Politics and Economics (PPE)",First,"First, Second",Male,,Female,Happy either way,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Split equally,Breakfast,Asia,3.0,Moderately left-wing,0.0,,5.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,"A certain society related to philosophy, politics and economics",2.0,A night in..,3.0,3.0,Too soon to tell,3.0,4.0,4.0,Chocolate,1.0,3.0,3.0,3.0,4.0,Cards against Humanity,3.0,2.0,2.0,2.0,No idea what this is sorry :),1.0,3.0,0.0,,2.0,4.0,2.0,4.0,,4.0,4.0,First,2.0,0.0,2.0,3.0,,Kindness,Kindness,4.0,1.0,1.0,0.0,,4.0,,1.0,1.0,2020-11-29 16:39:09,k7xrngm7vxnjfop6jtdyl0k7xrngh3gq
666,True,person 1829,1.0,Jesus College,Mathematics and Statistics,Fourth + / Post Grad,Fourth + / Post Grad,Male,,Female,Must have,Quality time with family and friends,Something active!,Homemade meal,The Deep Stuff™,5.0,Pay separately,Sex,Europe,1.0,I am not political,0.0,,4.0,1.0,2.0,4.0,3.0,5.0,5.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,It's closer than I'd like it to be,3.0,Park End,3.0,4.0,,5.0,2.0,3.0,Chocolate,4.0,4.0,5.0,4.0,2.0,Cards against Humanity,5.0,1.0,4.0,5.0,,1.0,3.0,0.0,,1.0,3.0,3.0,3.0,,3.0,5.0,Spouse,3.0,2.0,3.0,3.0,,Confidence,Kindness,5.0,1.0,1.0,0.0,,4.0,,1.0,1.0,2020-11-29 17:18:34,gatcp44crydob0np2fgatc218epcam44
667,True,person 12,1.0,St Catherine's College,Geography,Fourth + / Post Grad,"Third, Second",Male,,Female,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,"Art, Music, Culture...",3.0,Split equally,Breakfast,Asia,4.0,Slightly left-wing,0.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,It's closer than I'd like it to be,3.0,Park End,4.0,3.0,lois williams,4.0,3.0,3.0,Chocolate,1.0,2.0,4.0,5.0,3.0,Pictionary,3.0,1.0,3.0,4.0,encounter in westfield toilets,1.0,4.0,0.0,,2.0,2.0,3.0,4.0,george ezra,4.0,3.0,Spouse,2.0,2.0,3.0,1.0,toy story,Kindness,Kindness,3.0,0.0,0.0,0.0,,5.0,,0.0,1.0,2020-11-29 17:22:35,i12gf5ujflncnyjq2peui12gf5exj69m
668,True,person 1301,1.0,Trinity College,Modern Languages,Fourth + / Post Grad,Fourth + / Post Grad,Female,,Male,Not interested,Quality time with family and friends,Visit the Ashmolean,Dinner at a nice restaurant,"Art, Music, Culture...",4.0,Split equally,Breakfast,Europe,3.0,Moderately left-wing,1.0,"Slightly conservative, Moderately conservative, Very conservative",5.0,2.0,4.0,5.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,It's closer than I'd like it to be,2.0,Fever,5.0,3.0,Ben Farmer,4.0,4.0,2.0,Nice card for Christmas,1.0,4.0,3.0,4.0,4.0,Cards against Humanity,4.0,2.0,4.0,3.0,,1.0,4.0,0.0,,1.0,3.0,3.0,5.0,"Blossoms, Arctic Monkeys, Easy Life, Glass Animals, Britney Spears, Lizzo",3.0,3.0,Spouse,2.0,3.0,2.0,1.0,,Kindness,Kindness,2.0,1.0,1.0,0.0,,5.0,,0.0,1.0,2020-11-29 17:38:35,6nmrnsxs6rocc4eyho6y6nmrns7d7r6f
669,True,person 1748,1.0,Worcester College,English Language and Literature,Third,"Third, Fourth + / Post Grad",Female,,Male,Not interested,The time off,Visit the Ashmolean,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Pay separately,Breakfast,Europe,4.0,Moderately left-wing,1.0,Very conservative,5.0,1.0,4.0,2.0,3.0,4.0,4.0,5.0,2.0,4.0,2.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,It's closer than I'd like it to be,1.0,A night in..,3.0,3.0,Ivo Leonard,4.0,5.0,2.0,Flowers,3.0,5.0,2.0,4.0,3.0,Cards against Humanity,4.0,1.0,3.0,2.0,,1.0,2.0,0.0,,1.0,3.0,2.0,5.0,"Radiohead, Debussy, Sufjan Stevens, Talking Heads, Elliot Smith, Jeff Buckley, Jimi Hendrix",2.0,5.0,First,2.0,1.0,4.0,4.0,"Probably a movie adaptation of Gabriel Garcia Marques' book '100 Years of Solitude', or alternatively his book 'love in the time of cholera [corona]'",Confidence,Kindness,4.0,0.0,1.0,0.0,,4.0,maybe a bit more of a rating system on the 'which qualities are most important in a partner' rather than just pick one,0.0,1.0,2020-11-29 18:03:35,9pbazo6ukfwlvvd6z9pb5kl00yr2i5hx
670,True,person 942,1.0,St Peter's College,English Language and Literature,Second,"Second, Third, Fourth + / Post Grad",Female,,Male,Happy either way,Quality time with family and friends,Taste the countryside on Port Meadow,Takeaway and a film,"Art, Music, Culture...",4.0,Them,Sex,Oceania,3.0,Moderately left-wing,1.0,Very conservative,5.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,It's closer than I'd like it to be,2.0,Bridge,4.0,2.0,Union hacks,4.0,4.0,4.0,Chocolate,1.0,4.0,1.0,3.0,4.0,Cards against Humanity,3.0,2.0,3.0,2.0,getting off with three people in one night,1.0,4.0,0.0,,2.0,4.0,3.0,4.0,"Khalid, Harry styles, role model",5.0,4.0,💰 Sweet job 💰,4.0,3.0,3.0,3.0,2020 vision: no one saw this one coming,Sense of Humour,Intelligence,4.0,0.0,0.0,1.0,St Hilda's College,5.0,No <3,1.0,1.0,2020-11-29 18:00:37,wfsvfw2wkboe6u8gxabwfsvf701qx64x
671,True,person 536,1.0,St Peter's College,English Language and Literature,Second,"Second, Third, Fourth + / Post Grad",Female,,Male,Happy either way,Quality time with family and friends,Taste the countryside on Port Meadow,Homemade meal,"Art, Music, Culture...",5.0,Split equally,Sex,Europe,4.0,Moderately left-wing,1.0,"I am not political, Very conservative",5.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,2.0,It's closer than I'd like it to be,5.0,Bridge,5.0,1.0,The spc porters,4.0,4.0,5.0,Nice card for Christmas,1.0,4.0,2.0,2.0,4.0,Pictionary,5.0,1.0,3.0,4.0,Park end shag (oops),1.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,Bowie & Burna boy,4.0,5.0,💰 Sweet job 💰,2.0,0.0,1.0,1.0,Fucking shite,Sense of Humour,Kindness,4.0,0.0,1.0,0.0,,5.0,Nope :),1.0,1.0,2020-11-29 18:01:33,2318a0h3p2y2hqq32lt2318aju6q3yut
672,True,person 1026,1.0,Balliol College,Biology,First,"First, Second",Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,The Deep Stuff™,5.0,Split equally,Sex,South America,4.0,Moderately left-wing,1.0,"Very conservative, Moderately conservative, Slightly conservative",5.0,1.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,1.0,1.0,4.0,2.0,2.0,5.0,4.0,4.0,It's closer than I'd like it to be,2.0,Park End,4.0,3.0,the tescolator,4.0,4.0,2.0,Nice card for Christmas,1.0,4.0,2.0,4.0,5.0,Chess,5.0,1.0,4.0,4.0,,1.0,3.0,0.0,,1.0,3.0,3.0,3.0,,4.0,4.0,Spouse,2.0,2.0,2.0,1.0,,Kindness,Kindness,4.0,0.0,1.0,0.0,,5.0,,0.0,1.0,2020-11-29 18:32:29,6w8l9fy6jsce30yy7uij6w8l9d9kcvd6
673,True,person 1414,1.0,Balliol College,Physics and Philosophy,Third,"Second, Third, Fourth + / Post Grad",Male,,Male,Not interested,The time off,Taste the countryside on Port Meadow,Takeaway and a film,The Deep Stuff™,5.0,Pay separately,Sex,Asia,3.0,Moderate,0.0,,4.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,It's closer than I'd like it to be,1.0,A night in..,2.0,4.0,Andre Lukas,3.0,3.0,2.0,Nothing,4.0,4.0,3.0,3.0,4.0,Monopoly,3.0,1.0,3.0,3.0,mysticism,1.0,3.0,0.0,,2.0,4.0,0.0,4.0,Bach,3.0,3.0,Spouse,2.0,5.0,3.0,1.0,john revelation,Kindness,Intelligence,4.0,0.0,1.0,0.0,,4.0,no,1.0,1.0,2020-11-29 19:38:31,hgoc8p2c6s4merqdvihgoc88kqikda9c
674,True,person 2064,1.0,Harris Manchester College,History,Third,"Third, Fourth + / Post Grad",Male,,Female,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,The Deep Stuff™,5.0,Split equally,Sex,Oceania,3.0,Slightly left-wing,1.0,"Very conservative, Moderately conservative, Slightly conservative",5.0,2.0,3.0,2.0,4.0,1.0,4.0,3.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,5.0,4.0,1.0,3.0,4.0,4.0,It's closer than I'd like it to be,1.0,Plush,5.0,3.0,Bianca Rasmussen,1.0,1.0,4.0,Chocolate,5.0,5.0,5.0,3.0,1.0,Cards against Humanity,4.0,1.0,5.0,3.0,,1.0,1.0,0.0,,1.0,4.0,1.0,4.0,"Nirvana, Joji, Libertines",4.0,3.0,Spouse,1.0,2.0,1.0,1.0,Boris Johnson's A series of Unfortunate Events,Sense of Humour,Sense of Humour,5.0,1.0,1.0,0.0,,4.0,Some quotes/references needed context,0.0,1.0,2020-11-29 19:44:14,0vj86oh5o3pcqc84ym7v0vj840vxootd
675,True,person 2096,1.0,St Anne's College,Geography,First,"First, Second",Female,,Male,Not interested,The time off,Taste the countryside on Port Meadow,Takeaway and a film,The Deep Stuff™,4.0,Split equally,To not wake me up,South America,3.0,Slightly left-wing,0.0,,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,5.0,"A certain society related to philosophy, politics and economics",2.0,Fever,3.0,3.0,Covid,3.0,2.0,3.0,Chocolate,2.0,4.0,2.0,4.0,2.0,Cards against Humanity,4.0,2.0,3.0,3.0,.,1.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,"Imagine Dragons, Ashniko, 21 Pilots, Arctic monkeys honestly too many I'm very open to music recommendations:)",5.0,2.0,First,2.0,0.0,2.0,2.0,?,Sense of Humour,Kindness,4.0,0.0,1.0,0.0,,3.0,Nope,1.0,1.0,2020-11-29 19:47:30,alzxou1jf0y3ev4qasc2alzxouytuced
676,True,person 1064,1.0,Lady Margaret Hall,Physics,Third,"Second, Third, Fourth + / Post Grad",Male,,Female,Happy either way,The time off,Taste the countryside on Port Meadow,Homemade meal,"Art, Music, Culture...",5.0,Split equally,Breakfast,South America,4.0,Very left-wing,1.0,"Very conservative, Moderately conservative",5.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,1.0,4.0,2.0,3.0,5.0,2.0,4.0,It's closer than I'd like it to be,2.0,Bully,5.0,3.0,Eve bennet,3.0,3.0,2.0,Chocolate,2.0,3.0,4.0,4.0,2.0,Chess,4.0,1.0,2.0,4.0,Slept with my soon-to-be stepsister whilst her brother was in the bed,1.0,3.0,1.0,1.0,4.0,5.0,1.0,5.0,"Radiohead, gorillaz, massive attack, groove armada",4.0,3.0,Spouse,2.0,2.0,1.0,1.0,The room,Kindness,Kindness,3.0,1.0,1.0,0.0,,4.0,Was good,1.0,1.0,2020-11-29 20:11:28,iwkinz0pmoue7152znyiwkinvi9whmxu
677,True,person 1877,1.0,St Edmund Hall,Biomedical Sciences,First,"First, Second",Male,,Female,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Me,Sex,Asia,4.0,Moderately left-wing,1.0,"Very conservative, Moderately conservative",4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,1.0,2.0,5.0,3.0,2.0,4.0,4.0,5.0,"A certain society related to philosophy, politics and economics",2.0,Fever,3.0,3.0,Rob Wilkins 😂,3.0,2.0,5.0,Chocolate,1.0,2.0,4.0,4.0,4.0,Bullshit,5.0,1.0,5.0,4.0,Fell asleep on exes toilet for hours,1.0,3.0,0.0,,3.0,4.0,4.0,5.0,"Oasis, Arctic Monkeys, Kasabian, The Strokes...",4.0,4.0,💰 Sweet job 💰,1.0,2.0,1.0,1.0,Lockdown,Ambition,Ambition,4.0,0.0,1.0,0.0,,5.0,Bit too long,1.0,1.0,2020-11-29 20:11:32,47poxyj9ua1ixezps847prydtolsr7q5
678,True,person 2270,1.0,New College,Philosophy and Modern Languages,Second,"Second, Third",Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,The Deep Stuff™,4.0,Pay separately,To not wake me up,South America,3.0,Moderately left-wing,1.0,Very conservative,5.0,1.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,It's closer than I'd like it to be,1.0,Bully,4.0,3.0,,3.0,4.0,4.0,Nice card for Christmas,1.0,5.0,2.0,4.0,4.0,Cards against Humanity,3.0,2.0,3.0,3.0,,1.0,3.0,1.0,2.0,2.0,4.0,3.0,5.0,"Dominic Fike, Aretha Franklin, Samm Henshaw",3.0,4.0,First,2.0,2.0,1.0,1.0,Fuck this,Kindness,Kindness,3.0,0.0,1.0,0.0,,4.0,,0.0,1.0,2020-11-29 20:25:10,ece2gux7k1yzj93ey81dece22jc0ya9m
679,True,person 2952,1.0,St Anne's College,Law (Jurisprudence),Third,"Second, Third, Fourth + / Post Grad",Male,,Female,Not interested,Quality time with family and friends,Something active!,Dinner at a nice restaurant,The Deep Stuff™,5.0,Me,Sex,South America,3.0,Slightly left-wing,1.0,"Very conservative, Moderately conservative",2.0,1.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,1.0,"A certain society related to philosophy, politics and economics",1.0,Park End,4.0,3.0,Malala Yousafzai,5.0,5.0,5.0,Chocolate,1.0,5.0,5.0,4.0,2.0,Cards against Humanity,5.0,1.0,3.0,4.0,Anyone who has a list of all the people they have gotten with,1.0,3.0,0.0,,1.0,2.0,2.0,5.0,"John Mayer, James Bay, xxxTentacion, Kendrick Lamar, Dave",5.0,4.0,💰 Sweet job 💰,5.0,2.0,1.0,1.0,Nightmare,Sense of Humour,Sense of Humour,5.0,1.0,1.0,0.0,,5.0,Good quiz!,1.0,1.0,2020-11-29 20:50:01,e1rq3okrg17m798e67g4e1rq3omq7fcs
680,True,person 2620,1.0,The Queen's College,Fine Art,Second,"First, Second, Third, Fourth + / Post Grad",Female,,Male,Not interested,The food,Dinner at a nice restaurant,Takeaway and a film,Sex,5.0,Split equally,Sex,Europe,2.0,Moderate,1.0,"Slightly conservative, Moderately conservative, Very conservative",5.0,1.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,4.0,5.0,3.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,5.0,It's closer than I'd like it to be,5.0,Fever,3.0,1.0,Levi Fraser,3.0,1.0,1.0,Chocolate,1.0,4.0,5.0,4.0,3.0,Monopoly,5.0,1.0,4.0,5.0,,1.0,4.0,0.0,,5.0,5.0,5.0,3.0,,4.0,3.0,Spouse,3.0,3.0,1.0,3.0,,Kindness,Kindness,5.0,1.0,1.0,0.0,,4.0,,1.0,1.0,2020-11-29 21:03:01,kg2v152go697qxvo7kg2v1n66yp7gjzt
681,True,person 262,1.0,Merton College,Mathematics,Second,"Third, Fourth + / Post Grad, Second",Female,,Male,Happy either way,The food,Dinner at a nice restaurant,Homemade meal,Sex,5.0,Split equally,Sex,Europe,3.0,Moderately left-wing,0.0,,5.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,2.0,1.0,1.0,5.0,1.0,4.0,5.0,2.0,1.0,It's closer than I'd like it to be,1.0,Plush,5.0,3.0,Ethan Prince,3.0,1.0,1.0,Chocolate,5.0,4.0,1.0,4.0,3.0,Cards against Humanity,5.0,1.0,5.0,5.0,I sconce anyone who's signed up to the free pret twice 👀,1.0,4.0,1.0,1.0,5.0,2.0,3.0,4.0,"Arctic monkeys, the Kooks, Lizzo, Doja cat, Rihanna, girl in red, the wombats, ABBA",4.0,4.0,Spouse,1.0,2.0,3.0,1.0,The Human centipede 4,Sense of Humour,Confidence,4.0,1.0,1.0,1.0,St John's College,5.0,Loved the Karl Marx quote!,1.0,1.0,2020-11-29 21:24:01,9fm3m3ifwk05l0qk39fjwv3ntrao0qud
682,True,person 2806,1.0,The Queen's College,Chemistry,First,"First, Second, Third, Fourth + / Post Grad",Female,,Male,Not interested,The time off,Visit the Ashmolean,Dinner at a nice restaurant,Politics,4.0,Pay separately,To not wake me up,Europe,4.0,Moderate,1.0,"Very left-wing, Very conservative, I am not political",4.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,5.0,2.0,5.0,It's closer than I'd like it to be,2.0,Plush,4.0,4.0,o**o b pls match with me again,1.0,3.0,1.0,Flowers,2.0,4.0,1.0,2.0,4.0,Monopoly,4.0,1.0,2.0,2.0,idk,1.0,3.0,1.0,5.0,1.0,4.0,1.0,3.0,"leonard cohen, the smiths, the beatles, lana del rey",4.0,2.0,First,5.0,0.0,3.0,4.0,whatever i come up with isn’t going to be good. just like 2020,Intelligence,Intelligence,5.0,1.0,1.0,0.0,,5.0,-,0.0,1.0,2020-11-29 21:25:01,oj5senz3pwvx09oj5sesausmotjo0i3j
683,True,person 2091,1.0,St Peter's College,History,Third,"Third, Fourth + / Post Grad",Female,,Male,Not interested,The food,Taste the countryside on Port Meadow,Homemade meal,The Deep Stuff™,4.0,Split equally,Breakfast,South America,2.0,Moderate,1.0,"Very conservative, Very left-wing",5.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,Donald Trump,1.0,Park End,5.0,3.0,It's me all the way,4.0,5.0,3.0,Flowers,2.0,4.0,3.0,3.0,4.0,Pictionary,3.0,1.0,5.0,4.0,lost virginity to a Brookes BOY,1.0,4.0,0.0,,4.0,2.0,2.0,4.0,"Beetles, ABBA, Fleetwood Mac, George Ezra & T Swift",5.0,4.0,Spouse,3.0,3.0,2.0,1.0,The Sahara Desert,Sense of Humour,Sense of Humour,2.0,0.0,1.0,0.0,,4.0,,0.0,1.0,2020-11-29 22:46:42,54liv46fsfkmzcxiyct454liv46fswe9
